Customer Id,Sales per customer,Order Profit Per Order,Sales Segment,Profit Segment
323,1213.98999022,145.760004281,Medium,Medium
324,2916.3900375,690.83999825,High,High
325,1818.79000856,-450.30998805999997,Medium,Low
326,4327.17005159,1224.069991808,High,High
327,3272.16001137,-150.76001279399998,High,Low
328,4023.17006503,802.2800106550001,High,High
329,4338.51007466,361.89999611900004,High,High
330,2036.60001376,517.159997,Medium,High
331,3069.28004845,327.13000818499995,High,High
332,1901.16999425,334.589995379,Medium,High
333,2073.29004488,276.74000481400003,Medium,High
334,1783.13999173,247.8999939,Medium,Medium
335,5172.24008553,1206.71999835,High,High
336,2683.81002037,589.310003209,High,High
337,1957.20003514,684.58000752,Medium,High
338,1635.910019,380.77000045,Medium,High
340,805.70999908,-317.72999863,Medium,Low
341,6662.44005201,1329.03999466,High,High
342,3743.12005608,922.610008356,High,High
343,3249.00005714,-918.28999519,High,Low
344,1987.85001366,39.67000679899997,Medium,Medium
345,2642.31005096,969.76999284,High,High
346,1282.93001556,367.489999794,Medium,High
347,2133.91004181,302.530014981,High,High
348,2041.50001162,-333.279988218,Medium,Low
349,2271.5700454,696.230004278,High,High
350,1559.5199852599999,143.41000912399997,Medium,Medium
351,3927.96003338,278.99001000999993,High,High
352,2078.82003024,558.9999999629999,Medium,High
353,2728.38003548,414.370003664,High,High
354,4099.15003569,725.459994297,High,High
355,1700.3300094,-254.71000579000003,Medium,Low
356,2891.23001116,-420.47999954200003,High,Low
357,2112.20000083,334.45999787,Medium,High
358,2443.57003792,275.14002424200004,High,High
359,3846.91001903,112.42000100500007,High,Medium
361,2027.56003195,-339.389998965,Medium,Low
362,993.42001724,41.06000229599999,Medium,Medium
363,3007.45000079,147.120005177,High,Medium
364,4950.98010072,421.55996289099994,High,High
365,1052.5600052099999,-175.710005786,Medium,Low
366,3000.05004104,-266.199967091,High,Low
367,1089.8900146,255.45000268,Medium,Medium
368,3565.8500481,179.48000385,High,Medium
369,2940.17002128,188.99999743300003,High,Medium
370,2376.06002807,514.320001844,High,High
371,4454.6900253,81.06001189399998,High,Medium
372,1408.75000758,1.1400069900000247,Medium,Low
373,4623.23005653,846.93999201,High,High
374,2932.81001072,326.729987615,High,High
375,2128.63003552,612.3199932709999,High,High
376,4324.98003746,-193.04001349400002,High,Low
377,4015.22002793,1038.660005132,High,High
378,2408.2400321,154.99000269399997,High,Medium
379,2862.72999958,820.199990847,High,High
380,1713.42001154,147.04000857100002,Medium,Medium
381,2225.66002662,755.66000553,High,High
382,3632.46997819,-537.940000035,High,Low
383,4270.45004267,992.800004212,High,High
384,3167.11005016,618.62000179,High,High
385,1078.8300018,146.73000343,Medium,Medium
386,1008.9500161,384.67000966,Medium,High
387,3026.46004095,-420.669991043,High,Low
388,4730.87012292,721.2599902960001,High,High
389,1001.65999977,344.539999028,Medium,High
390,3024.74003589,412.57999945299997,High,High
391,3077.57003784,511.51000213,High,High
392,1626.8299979399999,337.15000578499996,Medium,High
393,1406.099987,419.619998487,Medium,High
394,3869.15998842,-186.08001314000003,High,Low
395,306.85999301000004,-229.57998945000003,Low,Low
396,4374.52999875,1072.159999082,High,High
397,2059.86001578,687.399998667,Medium,High
398,2287.60999306,-99.54999640900002,High,Low
399,844.2799835000001,70.509999757,Medium,Medium
400,3048.19002521,503.640008856,High,High
401,531.69999696,184.93000031,Medium,Medium
402,1371.30002214,312.81999840599997,Medium,High
403,1801.7200413,409.72000409,Medium,High
404,1945.23000913,-178.96000333799998,Medium,Low
405,1522.94000634,595.69999309,Medium,High
406,2043.41000358,264.780017845,Medium,Medium
407,3050.65005107,432.579990772,High,High
408,4588.92005165,489.319992185,High,High
409,2306.59000394,17.510002442999998,High,Low
410,3569.08003225,-193.36996840199998,High,Low
411,2985.62004094,100.49999978999995,High,Medium
412,1546.9999923,52.620002965,Medium,Medium
413,611.3200073,180.56000137,Medium,Medium
415,2920.54003156,353.139987495,High,High
416,2429.7800065,326.94999530200005,High,High
417,714.31000332,217.109996835,Medium,Medium
418,1360.3000183,445.88000395,Medium,High
419,2289.1200293399997,436.530003072,High,High
420,3444.94007133,731.890000979,High,High
421,1491.22001266,132.869998016,Medium,Medium
422,2345.98004917,-402.31999867,High,Low
423,1193.5299911,-101.98999787,Medium,Low
424,3471.83004377,804.390018448,High,High
425,2636.43002699,514.339999944,High,High
426,1780.81998808,-167.54000273100007,Medium,Low
427,2479.52000432,443.750002375,High,High
428,2109.88001638,493.509999283,Medium,High
429,2181.97002029,-343.30000494,High,Low
430,3929.87003496,558.3700069920001,High,High
431,926.39001275,298.620001791,Medium,High
432,1184.020012,-308.37000265,Medium,Low
433,4542.7200393,-474.13003324399995,High,Low
434,4411.59006692,582.719999022,High,High
435,3473.75004575,267.159992573,High,Medium
436,4317.69004823,1317.370015412,High,High
437,5790.33004011,160.46999703900002,High,Medium
438,2905.30001464,435.350001362,High,High
439,4129.03005805,1022.150009466,High,High
440,3821.97005665,348.209988371,High,High
441,2850.67004784,-73.54999443000003,High,Low
442,3569.53998965,367.790016337,High,High
443,3461.1000556999998,572.78998662,High,High
444,3246.7100333500002,1038.300004233,High,High
445,3485.8500440999996,496.409998192,High,High
446,1859.53002544,273.519995224,Medium,High
447,2671.070038,464.51000405599996,High,High
448,457.24998479000004,196.45999713999998,Medium,Medium
449,1700.22001273,480.209990967,Medium,High
450,6672.42007074,790.6000033869999,High,High
451,1449.11001964,462.25999924999996,Medium,High
452,4307.52002339,611.95000122,High,High
453,2685.74001305,542.499987731,High,High
454,2395.84002693,-209.23998977,High,Low
455,4670.48008545,329.970008335,High,High
456,925.18000036,-444.04001807,Medium,Low
457,2939.50001145,266.23999225,High,Medium
458,2817.84002685,482.93000315399996,High,High
459,1165.2900238,440.97000509000003,Medium,High
460,2196.30000689,613.72001077,High,High
461,1653.77000422,-198.57998286500006,Medium,Low
462,1838.39003573,-280.459993956,Medium,Low
463,2834.82001888,179.62000462,High,Medium
464,1942.32997133,354.77999715600004,Medium,High
465,4872.16006482,743.629985232,High,High
466,723.13001631,121.01000261499999,Medium,Medium
467,6146.54008855,897.2600079470001,High,High
468,6569.60010912,577.170065816,High,High
470,809.28000264,332.06999969000003,Medium,High
471,2360.16999256,748.12999616,High,High
472,2537.33003237,-344.7700099829999,High,Low
473,3345.5700341,1136.440014559,High,High
474,2302.35000022,723.480001482,High,High
475,1896.49999233,333.009994517,Medium,High
476,1548.9600372,460.520006136,Medium,High
477,2414.6000518700002,261.56999204,High,Medium
478,3270.29000851,708.780007402,High,High
479,1418.23998276,191.02000619,Medium,Medium
480,1260.0100135399998,-110.65999396200004,Medium,Low
481,3520.08006672,91.859993535,High,Medium
482,5968.39007192,1668.62996544,High,High
483,4761.3200549,1029.630003154,High,High
484,1728.80002598,-290.91999478900004,Medium,Low
485,739.960022,186.57999802,Medium,Medium
486,2979.62002563,9.359988509999994,High,Low
487,3313.70002182,802.230008131,High,High
488,1853.70000065,432.510001223,Medium,High
489,2062.83999259,602.1599942,Medium,High
490,3228.8200379,637.6399994000001,High,High
491,1746.24002845,361.82998282,Medium,High
492,2391.04001993,577.2199964690001,High,High
493,608.76998892,182.38000107,Medium,Medium
494,3732.5600357,750.360010871,High,High
495,2654.8300208,312.019993327,High,High
496,2706.0000383,553.88000108,High,High
497,2282.93000421,520.370008487,High,High
498,2178.78003116,363.469989813,High,High
499,1983.97000882,146.34999276000002,Medium,Medium
500,1516.00000382,-871.810013838,Medium,Low
501,1452.08003238,134.70999620199999,Medium,Medium
502,4653.44004446,941.270006667,High,High
503,2779.07001879,-421.14001949199996,High,Low
504,2051.4200059,363.379996781,Medium,High
505,2897.7099913399998,-320.22999377,High,Low
506,1259.39000702,82.15000558899999,Medium,Medium
507,2059.39003366,150.280001115,Medium,Medium
508,2376.97003184,566.82999678,High,High
509,2036.81000509,347.980001436,Medium,High
510,3493.99008576,798.070004422,High,High
511,3231.03005985,767.949999745,High,High
512,4184.35006722,641.840025386,High,High
513,790.20999523,282.03999329,Medium,High
514,4258.9200439,914.5999898980001,High,High
515,2419.32005507,466.789995683,High,High
516,2114.65003397,451.029994448,High,High
517,3485.45005033,463.120010422,High,High
518,2735.60003368,37.78000259699998,High,Medium
519,326.87999725,21.319999690000003,Low,Low
520,1328.77998347,519.449997416,Medium,High
521,3334.1700668,1098.999983799,High,High
522,965.4500122,-8.199997781,Medium,Low
523,2128.30002605,358.009999715,High,High
524,1926.10000994,-972.089970784,Medium,Low
525,2706.63003171,396.64001183,High,High
526,1625.2300299400001,-447.39998906000005,Medium,Low
527,2125.2200089,586.13999755,High,High
528,3006.8900376399997,1086.4100065139999,High,High
529,2397.75001918,751.7399997269999,High,High
530,603.3599853200001,202.40999986,Medium,Medium
531,4170.55000706,-9.799990213999934,High,Low
532,3060.78002174,1073.580005469,High,High
533,3283.23007584,-258.01999784200007,High,Low
534,3963.0500411499997,-709.649966574,High,Low
535,2237.67005164,159.28001118999998,High,Medium
536,1070.66999808,363.9900017,Medium,High
537,2609.42004399,203.249994776,High,Medium
538,4193.65002448,750.010012446,High,High
539,3381.90002446,966.609984458,High,High
540,1365.21001056,-542.98001485,Medium,Low
541,1614.20002167,-414.25998395,Medium,Low
542,5276.60005946,1000.890013693,High,High
543,3313.89999396,-436.23000912,High,Low
544,2398.12004102,618.449996482,High,High
545,1235.6600113,230.260003996,Medium,Medium
546,1455.71998973,33.89000677399999,Medium,Medium
547,2366.1500283,729.369988734,High,High
548,4924.47009275,-310.1200136979999,High,Low
549,3529.41007234,-523.9999828399999,High,Low
550,3701.01004781,797.109995338,High,High
551,3868.05006404,503.699993862,High,High
552,3894.75009538,133.740006409,High,Medium
553,3203.60004048,398.279983536,High,High
554,2783.55004311,-76.28001055199995,High,Low
555,1991.40000529,225.710000036,Medium,Medium
556,1555.58002848,630.6599999,Medium,High
557,2320.55002783,325.699984078,High,High
558,3670.46003728,831.420001493,High,High
559,1644.4400139,334.539995199,Medium,High
560,1761.05002023,343.27999505,Medium,High
561,3128.5000611,750.5199989949999,High,High
562,1157.9300385,62.80999751000002,Medium,Medium
563,2210.87001809,541.489995919,High,High
564,4996.2900772,887.939972621,High,High
565,1960.34001918,112.55001025499998,Medium,Medium
566,1074.1300106,274.499994991,Medium,High
567,2032.64001091,236.63001512999995,Medium,Medium
568,3889.70003136,702.789990718,High,High
569,4611.90004718,660.010004923,High,High
570,1652.99003227,585.21000291,Medium,High
571,304.76999662,87.2699995,Low,Medium
572,2490.38002963,516.189993951,High,High
573,1775.83002853,-171.03999707999998,Medium,Low
574,1267.0000305199999,115.32000160999999,Medium,Medium
575,1604.9800109799999,-289.019979469,Medium,Low
576,2826.2100257399998,708.509993573,High,High
577,2007.21003725,478.089998761,Medium,High
578,5056.2200735999995,-488.39000957100006,High,Low
579,3622.47003946,658.1199823190001,High,High
580,385.72000121,132.12999917,Medium,Medium
581,1188.67001723,386.799996314,Medium,High
582,1240.8000183,281.910002957,Medium,High
583,2308.4000587299997,396.899996624,High,High
584,2246.38003174,539.7799987989999,High,High
585,3551.93000796,786.68999292,High,High
586,4368.9100342,1201.66999439,High,High
587,1556.0400409499998,116.00000211899999,Medium,Medium
588,567.02001953,125.589999199,Medium,Medium
589,2954.21002573,652.48999217,High,High
590,2787.20001227,179.970012628,High,Medium
591,2190.6300507,673.02000812,High,High
592,928.28001027,202.21999932,Medium,Medium
593,1193.3000336,359.31000228000005,Medium,High
594,878.48002244,305.110002005,Medium,High
595,477.94001012,114.92999649,Medium,Medium
596,3561.66004947,154.17999356,High,Medium
597,3496.83004386,574.709993391,High,High
598,2453.6000517,337.089998282,High,High
599,4313.14003382,72.75002527399997,High,Medium
601,1360.58002097,308.700000277,Medium,High
602,3642.12003316,712.53000069,High,High
603,5001.92005539,465.18000137399997,High,High
604,1360.87999726,206.940006254,Medium,Medium
605,807.22001264,369.470000247,Medium,High
606,1102.46002576,188.19000053,Medium,Medium
607,3740.6800881199997,-79.05001119099998,High,Low
608,1853.1100235,317.289996789,Medium,High
609,936.1400261199999,152.679992191,Medium,Medium
610,1680.39000709,491.59000588,Medium,High
611,1778.12999532,504.08000903699997,Medium,High
612,1839.5400085400001,477.429998413,Medium,High
613,2029.03000638,511.730000488,Medium,High
614,3643.34006509,1167.149998245,High,High
615,3385.07007601,440.89999447499997,High,High
616,4669.57006072,315.1300086339999,High,High
617,423.06000134,23.939998620000004,Medium,Medium
618,2364.1000063,847.34998987,High,High
619,2267.56999958,393.430000318,High,High
620,4429.29006191,821.4400016980001,High,High
621,1000.93999472,158.07000100599998,Medium,Medium
622,3073.3300209,454.250013954,High,High
623,2126.31006247,-3.7399976749999837,High,Low
624,3005.0200234,354.75000003,High,High
625,4389.04002371,6.899996810000033,High,Low
626,2131.2100525,332.13000677,High,High
627,2887.08003225,584.689991666,High,High
628,1989.2500458099998,318.679999382,Medium,High
629,2275.57999418,214.199990291,High,Medium
630,3803.40000908,708.540001547,High,High
631,1539.09001926,31.709998123000005,Medium,Medium
632,427.5099945,168.63000489,Medium,Medium
633,5361.93007273,-2211.579971357,High,Low
634,5372.06008698,-110.93999791100009,High,Low
635,3034.51004399,761.549989669,High,High
636,2963.79002392,646.269997608,High,High
637,3366.78006173,433.060016625,High,High
638,1549.7600173199999,460.520003835,Medium,High
639,4504.01007294,600.109990052,High,High
640,5048.6000672,490.42999842499995,High,High
641,1457.08000188,118.44000334999998,Medium,Medium
642,4058.1300812199997,-192.49001841399993,High,Low
643,1696.16003419,312.919998889,Medium,High
644,649.36999516,18.759999518,Medium,Low
645,2441.81007392,-156.12999199400002,High,Low
646,3194.26004407,412.17000011,High,High
647,4448.08004022,-775.369990671,High,Low
648,2026.11002167,521.84000397,Medium,High
649,3711.1100349999997,1296.94000432,High,High
650,1733.6100120199999,498.32999231,Medium,High
651,1468.46001819,177.109994892,Medium,Medium
652,485.05999380000003,-62.389998907,Medium,Low
653,3363.46004501,400.68000749199996,High,High
654,2120.81002804,722.789993837,High,High
655,2645.38999928,348.14999581,High,High
656,4063.5700417,118.80001070500005,High,Medium
657,191.9900055,67.19999695,Low,Medium
658,364.8799896,87.30999946,Low,Medium
659,918.4599915,377.94000242,Medium,High
660,3243.17004011,-40.95002051599996,High,Low
